filename	onset	offset	event_label
Y0UN02RkbG_U_7.000_17.000.wav	0.000000	10.000000	Alarm_bell_ringing
Y0UN02RkbG_U_7.000_17.000.wav	0.000000	0.046512	Speech
Y0UN02RkbG_U_7.000_17.000.wav	0.000000	10.000000	Dog
Y0UN02RkbG_U_7.000_17.000.wav	0.000000	10.000000	Cat
Y-6-rh8kbZf0_40.000_50.000.wav	0.000000	10.000000	Alarm_bell_ringing
Y-6-rh8kbZf0_40.000_50.000.wav	0.000000	10.000000	Speech
Y-6-rh8kbZf0_40.000_50.000.wav	0.000000	3.627907	Dog
Y-6-rh8kbZf0_40.000_50.000.wav	5.395349	7.441860	Dog
Y-6-rh8kbZf0_40.000_50.000.wav	8.418605	8.930233	Dog
Y-6-rh8kbZf0_40.000_50.000.wav	0.000000	0.093023	Cat
Y-6-rh8kbZf0_40.000_50.000.wav	1.906977	3.813953	Running_water
Y-6-rh8kbZf0_40.000_50.000.wav	4.325581	5.813953	Running_water
Y6ocUrRBIuls_340.000_350.000.wav	0.000000	0.418605	Alarm_bell_ringing
Y6ocUrRBIuls_340.000_350.000.wav	0.790698	3.395349	Alarm_bell_ringing
Y6ocUrRBIuls_340.000_350.000.wav	3.813953	5.441860	Alarm_bell_ringing
Y6ocUrRBIuls_340.000_350.000.wav	5.860465	9.069767	Alarm_bell_ringing
Y6ocUrRBIuls_340.000_350.000.wav	0.000000	6.139535	Speech
Y6ocUrRBIuls_340.000_350.000.wav	0.000000	0.093023	Dog
Y6ocUrRBIuls_340.000_350.000.wav	0.697674	0.790698	Dog
Y6ocUrRBIuls_340.000_350.000.wav	1.581395	2.790698	Dog
Y6ocUrRBIuls_340.000_350.000.wav	4.372093	4.930233	Dog
Y6ocUrRBIuls_340.000_350.000.wav	6.000000	7.627907	Dog
Y6ocUrRBIuls_340.000_350.000.wav	8.046512	8.651163	Dog
Y6ocUrRBIuls_340.000_350.000.wav	0.000000	0.465116	Vacuum_cleaner
Y6ocUrRBIuls_340.000_350.000.wav	2.046512	8.046512	Vacuum_cleaner
Y7wPIQMsalK8_70.000_80.000.wav	0.000000	3.348837	Alarm_bell_ringing
Y7wPIQMsalK8_70.000_80.000.wav	0.000000	0.046512	Speech
Y7wPIQMsalK8_70.000_80.000.wav	0.697674	2.930233	Speech
Y7wPIQMsalK8_70.000_80.000.wav	3.813953	5.627907	Speech
Y7wPIQMsalK8_70.000_80.000.wav	5.813953	7.767442	Speech
Y7wPIQMsalK8_70.000_80.000.wav	0.000000	0.046512	Dog
Y7wPIQMsalK8_70.000_80.000.wav	2.930233	3.534884	Dog
Y7wPIQMsalK8_70.000_80.000.wav	2.883721	3.488372	Blender
Y7wPIQMsalK8_70.000_80.000.wav	5.813953	6.418605	Blender
Y7wPIQMsalK8_70.000_80.000.wav	8.604651	8.883721	Blender
Y-dDpGRPHzM0_30.000_40.000.wav	0.000000	0.744186	Alarm_bell_ringing
Y-dDpGRPHzM0_30.000_40.000.wav	1.116279	1.534884	Alarm_bell_ringing
Y-dDpGRPHzM0_30.000_40.000.wav	2.418605	4.139535	Alarm_bell_ringing
Y-dDpGRPHzM0_30.000_40.000.wav	4.976744	8.418605	Alarm_bell_ringing
Y-dDpGRPHzM0_30.000_40.000.wav	0.093023	5.767442	Speech
Y-dDpGRPHzM0_30.000_40.000.wav	0.000000	1.488372	Dog
Y-dDpGRPHzM0_30.000_40.000.wav	2.651163	8.418605	Dog
Y-dDpGRPHzM0_30.000_40.000.wav	0.000000	0.046512	Dishes
Y-dDpGRPHzM0_30.000_40.000.wav	1.627907	2.372093	Dishes
Y97oxHi3qxs8_0.000_10.000.wav	0.000000	7.534884	Alarm_bell_ringing
Y97oxHi3qxs8_0.000_10.000.wav	0.000000	2.046512	Speech
Y97oxHi3qxs8_0.000_10.000.wav	4.930233	5.674419	Speech
Y97oxHi3qxs8_0.000_10.000.wav	0.000000	6.651163	Dog
Y97oxHi3qxs8_0.000_10.000.wav	1.534884	3.348837	Vacuum_cleaner
Y97oxHi3qxs8_0.000_10.000.wav	0.000000	0.232558	Blender
Y57wLY6lcZus_80.000_90.000.wav	0.000000	10.000000	Alarm_bell_ringing
Y57wLY6lcZus_80.000_90.000.wav	0.000000	2.837209	Speech
Y57wLY6lcZus_80.000_90.000.wav	3.116279	3.581395	Speech
Y57wLY6lcZus_80.000_90.000.wav	3.953488	4.418605	Speech
Y57wLY6lcZus_80.000_90.000.wav	4.558140	7.162791	Speech
